領域代碼/名稱,領域簡介,學門代碼/名稱,學門簡介,學類代碼/名稱,學類簡介,細學類代碼/名稱,細學類簡介
06 資訊通訊科技領域,包括電算機工程、網路、軟體開發、系統設計所涉及的技術及應用。,061 資訊通訊科技學門,以電算機之工程、網路、軟體開發、系統設計為主，且應用數位資訊與多媒體。,0619 其他資訊通訊科技學類,所有不屬於上述分類之資訊通訊科技學門之課程及資格。,06199 其他資訊通訊科技細學類,所有不屬於上述分類之資訊通訊科技學門之課程及資格。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0711 化學工程及製程學類,學習在化學和物理變化發生下，規劃、設計和發展產品和製程，以及化學工廠和控制系統的設計。相關課程及資格包含：化學工程、化工製程工程、實驗室科技、汽油/瓦斯/石油化學製程、工程及機械操作製程等。,07111 化學工程細學類,結合化工技術、生化技術、半導體工程及材料技術，以培養化學工程與分子科學等高科技人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0711 化學工程及製程學類,學習在化學和物理變化發生下，規劃、設計和發展產品和製程，以及化學工廠和控制系統的設計。相關課程及資格包含：化學工程、化工製程工程、實驗室科技、汽油/瓦斯/石油化學製程、工程及機械操作製程等。,07112 材料工程細學類,培育在工業、科技及經濟發展各領域所需之電子生醫、陶瓷、薄膜材料、奈米材料、礦物材料等材料之研究開發與應用人才，並兼具材料檢測與分析之專業知識，開發永續材料回收技術。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0712 環境保護科技學類,學習如何減少排放、浪費以及避免污染的程序。包含了水、空氣、廢棄物、土壤等控制的課程。相關課程及資格包含：空氣污染控制、生態科技、綠色科技、能源效率、環境工程、環境管理、工業排放控制及工業安全等。,07121 環境工程細學類,培養環境保護相關領域之工業污染防制技術、工程管理、工業安全及工業衛生之教學、研究及實務人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0712 環境保護科技學類,學習如何減少排放、浪費以及避免污染的程序。包含了水、空氣、廢棄物、土壤等控制的課程。相關課程及資格包含：空氣污染控制、生態科技、綠色科技、能源效率、環境工程、環境管理、工業排放控制及工業安全等。,07122 河海工程細學類,培養學生具備一般土木工程基礎素養，並有水利、河海工程設計、綠色工程與管理方面的專業能力。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0713 電力及能源學類,學習電路管線及相關設備的裝設、維護、修理及故障診斷，包括家用、商業用及工業用的設備，裝設及維修地面上架高以及地面下電力配線網路也包含在內。能源是研究能源發電。相關課程及資格包含：空調業、氣候工程、電器修理、電器工程、電力發電等。,07131 核子工程細學類,學習核電廠工程、保健物理、放射化學及輻射應用等專業課程。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0713 電力及能源學類,學習電路管線及相關設備的裝設、維護、修理及故障診斷，包括家用、商業用及工業用的設備，裝設及維修地面上架高以及地面下電力配線網路也包含在內。能源是研究能源發電。相關課程及資格包含：空調業、氣候工程、電器修理、電器工程、電力發電等。,07132 能源工程細學類,學習綠色能源如：風力、太陽、生質、水力、潮汐（或洋流）、地熱、燃料電池及能源放射等再生能源等相關專業課程。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0714 電機與電子工程學類,學習有關電子設備、機器及系統的規劃、設計、發展、維護及監督的，包含與通訊有關的電腦及設備的設計。相關課程及資格包含：廣播電子、通訊系統、通訊設備安裝、通訊設備維護、電腦工程等。,07141 電機與電子工程細學類,結合電腦、電力、半導體、控制、光電、電子、資訊與通訊、機電設備及積體電路與系統等領域之分析、設計、操作、維修、測試，培育電機電子工程相關人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0715 機械工程學類,學習機器、機械工廠和系統，以及金屬產品的規劃、設計、發展、生產、維護和監督，包含設計和維護用來生產產品和服務的機器。相關課程及資格包含：槍械製造、水力學、鎖匠及保險箱修護、機械工程、機械行業等。,07151 機械工程細學類,整合精密機械、材料科技、模具、電腦輔助及機電等專業知識，培育
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0716 機動車輛、船舶及飛機學類,學習機動車輛的設計、研發、生產、維護、故障診斷、修理和服務，包含在地面上移動的設備和農業機械、船舶、火車及飛機。相關課程及資格包含：航太工程、飛機工程、飛機修護、汽車電裝系統、汽車工程等。,07161 車輛工程細學類,使學生具備機動車輛相關動力引擎、傳動機構、控制系統、能源效率與污染等專業知識，培育設計、製造、管制、檢驗及維護等車輛工程專業人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0716 機動車輛、船舶及飛機學類,學習機動車輛的設計、研發、生產、維護、故障診斷、修理和服務，包含在地面上移動的設備和農業機械、船舶、火車及飛機。相關課程及資格包含：航太工程、飛機工程、飛機修護、汽車電裝系統、汽車工程等。,07162 航空工程細學類,使學生具備航機相關流體力學、氣動力學、動力引擎、傳動機構、控制系統、能源效率與污染等專業知識，培育設計、製造、管制、檢驗及維護等航機工程專業人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0716 機動車輛、船舶及飛機學類,學習機動車輛的設計、研發、生產、維護、故障診斷、修理和服務，包含在地面上移動的設備和農業機械、船舶、火車及飛機。相關課程及資格包含：航太工程、飛機工程、飛機修護、汽車電裝系統、汽車工程等。,07163 造船工程細學類,使學生具備造船相關流體力學、油電動力引擎、船體結構、控制系統與海事設備等專業知識，培育設計、製造、管制、檢驗及維護等造船工程專業人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0719 其他工程及工程業學類,所有不屬於上述分類之工程及工程業學門之課程及資格。,07191 工業工程細學類,培育工業工程師和管理知識之管理或經營者人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0719 其他工程及工程業學類,所有不屬於上述分類之工程及工程業學門之課程及資格。,07192 紡織工程細學類,使學生具備纖維材料和紡織工程知識，培育紡織工程相關之科技與工業管理之教學及研究人才
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0719 其他工程及工程業學類,所有不屬於上述分類之工程及工程業學門之課程及資格。,07193 生醫工程細學類,培育兼具生物與工程相關的理論與知識之人才﹐善用生物資源來進行農業、食品、醫學、化學、機電、材料、環境、資源等相關領域之研究與產業經營。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0719 其他工程及工程業學類,所有不屬於上述分類之工程及工程業學門之課程及資格。,07194 綜合工程細學類,培養分子生醫光電、醫學物理、分子科學、奈米科技、土木與環境生態工程與工程系統之工程領域人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,071 工程及工程業學門,包含測量、化學、材料、木工、環境、工業、礦冶、機械、生物、紡織、電機、電子、光電與通訊和核子等工程學類。,0719 其他工程及工程業學類,所有不屬於上述分類之工程及工程業學門之課程及資格。,07199 其他工程及工程業細學類,所有不屬於上述分類之工程及工程業學門之課程及資格。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,072 製造及加工學門,包含食品科學及食品加工、材料、紡織品、採礦及提煉等學類。,0721 食品科學學類,學習化學、微生物學、營養學、工程學等基礎理論，以及食品加工、食品包裝、保健食品、新產品開發、食品衛生安全等應用領域，相關課程及資格包含：食品化學、食品分析、食品微生物學、食品加工學、食品工程學、發酵學、食品生物技術、新產品開發、食品工廠管理、食品衛生安全、食品法規等。,07211 食品科學細學類,培養食品科學、應用生物科技、食品生產、食品加工與運銷等方面之專業人才。使學生具備食物及飲料的處理過程和包裝知能，瞭解食品生產和配送過程中所需要的設備和程序。如：乾燥、冷凍、殺菌、食品包裝、烘焙、啤酒釀造、肉品加工、糕餅、乳製品、蔬果加工等。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,072 製造及加工學門,包含食品科學及食品加工、材料、紡織品、採礦及提煉等學類。,0723 紡織品學類,學習紡織品、皮革產品、衣服及相關物品及鞋類的製造。相關課程及資格包含：服飾業、衣服製作、鞋類製作、毛皮製作、服裝製造等。,07231 紡織品細學類,使學生具備紡織品、皮革產品、衣服及相關物品及鞋類的製造能力。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,072 製造及加工學門,包含食品科學及食品加工、材料、紡織品、採礦及提煉等學類。,0724 採礦及提煉學類,學習如何評估、規畫、發展和指揮從地球裏開採出礦石、石油和天然氣。相關課程及資格包含：煤礦開採、礦物技術、礦產開採、石油及天然氣鑽探、石油及天然氣提煉等。,07241 採礦及提煉細學類,使學生具備評估、規畫、發展和指揮從地球裏開採出礦石、石油和天然氣等能力。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0731 建築學及城鎮規劃學類,學習建築物設計的藝術、科學及技術，包含使用目的（例如建築結構完整性，功能及經濟效益）和美學的考量。城鎮規劃是從兼顧功能和美學的觀點考量，讓城鎮有規劃性的成長和改善。相關課程及資格包含：城市建築設計及規劃、建築學、建築物設計、製圖、都市計畫等。,07311 建築細學類,使學生具備一般建築理論與實務、建築工程之規劃、設計、施工及管理，規劃景觀建築及建築物業管理，也包含建築藝術、古蹟與文化資產、社區營建、都市設計之規劃、管理、建築與文化資產的保存與再利用等能力，並且結合建築環境科技。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0731 建築學及城鎮規劃學類,學習建築物設計的藝術、科學及技術，包含使用目的（例如建築結構完整性，功能及經濟效益）和美學的考量。城鎮規劃是從兼顧功能和美學的觀點考量，讓城鎮有規劃性的成長和改善。相關課程及資格包含：城市建築設計及規劃、建築學、建築物設計、製圖、都市計畫等。,07312 景觀設計細學類,整合景觀、環境生態、休閒遊憩、營建與園藝等領域，培養景觀設計、規劃、經營管理與環境保育專業人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0731 建築學及城鎮規劃學類,學習建築物設計的藝術、科學及技術，包含使用目的（例如建築結構完整性，功能及經濟效益）和美學的考量。城鎮規劃是從兼顧功能和美學的觀點考量，讓城鎮有規劃性的成長和改善。相關課程及資格包含：城市建築設計及規劃、建築學、建築物設計、製圖、都市計畫等。,07313 都巿規劃細學類,培育各種層級之城鄉都市行政管理、都市計畫與經營、土地開發與利用、社區營建之專業人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0732 營建及土木工程學類,學習如何規劃、設計、測試與指導大型建築物與結構體的建造，包含運輸、供水與汙水處裡等系統。相關課程及資格包含：建築工程、結構工程、大地工程、水利工程等。,07321 土木工程細學類,培育土木工程有關之規劃、調查、測繪、設計、施工、檢驗及維護管理、建設與防災知識、工程品質與水資源經營管理人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0732 營建及土木工程學類,學習如何規劃、設計、測試與指導大型建築物與結構體的建造，包含運輸、供水與汙水處裡等系統。相關課程及資格包含：建築工程、結構工程、大地工程、水利工程等。,07322 空間資訊及測繪細學類,提供完整的測量及空間資訊工程教育，培養測量、製圖及空間資訊人才。
07 工程、製造及營建領域,屬於該領域之學類教導學生進行有關各類工程學、工業技藝或建築學的理論及實務之學習。,073 建築及營建工程學門,包含建築學及城鎮規劃、營建及土木工程、其他建築及營建工程等學類。,0739 其他建築及營建工程學類,所有不屬於上述分類之建築及營建工程學門之課程及資格。,07399 其他建築及營建工程細學類,所有不屬於上述分類之建築及營建工程學門之課程及資格。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0811 農作物及畜牧生產學類,學習有關農作物的生長、維護及收成，以及動物的放牧及管理，包含學習管理和維護農場，以及生產未加工的農作物及動物產品。相關課程及資格包含：農業科學、農作物科學、畜牧或動物生產、畜禽加工、牧場經營、動物福祉、作物生長、作物遺傳學、生物統計、種子學、農場經營管理、作物營養等。,08111 農作物生產細學類,培育具技術與理論兼備之農園藝研究、生產、科技創新與應用、企業發展人才。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0811 農作物及畜牧生產學類,學習有關農作物的生長、維護及收成，以及動物的放牧及管理，包含學習管理和維護農場，以及生產未加工的農作物及動物產品。相關課程及資格包含：農業科學、農作物科學、畜牧或動物生產、畜禽加工、牧場經營、動物福祉、作物生長、作物遺傳學、生物統計、種子學、農場經營管理、作物營養等。,08112 畜牧生產細學類,培育畜禽飼養、畜產經營、品種改良、提高禽畜單位產量及乳、肉、蛋、科技應用、副產物利用與健康畜產品研究開發等方面之畜牧專業人才。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0812 園藝學類,學習園藝科技和管理、花卉與蔬果栽培、園藝與管理、園產品利用、園藝景觀等。相關課程及資格包含：蔬菜果樹生產、造園、園產品處理、生物化學、育種學、遺傳學等。,08121 園藝細學類,培育技術與理論兼備之園藝產業規劃、管理經營及推廣人才，包括：園藝及生物科技應用，園藝產品創新、園藝景觀設計、園藝產品銷售等領域。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0819 其他農業學類,所有不屬於上述分類之農業學門之課程及資格。,08191 農業化學細學類,培育運用化學知識到農業生產與加工人才，包括：生物化學、環境微生物、土壤污染調查評估與整治、土壤化學、農業化學、植物營養、生物科技、食品化學等領域。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0819 其他農業學類,所有不屬於上述分類之農業學門之課程及資格。,08192 農業生物技術細學類,培育農業生物技術研究和人才。著重於生物技術於農業的應用，以落實農業生物科技產業的發展，促進生技產業結構之改善及產業競爭力。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0819 其他農業學類,所有不屬於上述分類之農業學門之課程及資格。,08193 農業經濟及推廣細學類,培育農業經濟政策分析與農業技術推廣人才，包括：農業與應用經濟、農企業經營管理、生物產業經營、自然資源保育以及休閒農業規劃、生物技術、精緻作物及環保科技之推廣等領域。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0819 其他農業學類,所有不屬於上述分類之農業學門之課程及資格。,08194 植物保護細學類,培育植物病理、微生物、昆蟲學專業知識人才，包括：農業、肥料、生物製劑、生物科技、農場管理、病蟲害處理、農藥殘留控制、植物生廠、生物科技應用等領域。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,081 農業學門,包括農牧業、植物保護、農業經濟、農業化學、園藝、水土保持、景觀與遊憩等領域。,0819 其他農業學類,所有不屬於上述分類之農業學門之課程及資格。,08199 其他農業細學類,所有不屬於上述分類之農業學門之課程及資格。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,082 林業學門,包含生物學、生態學、統計學、經濟學、化學等基礎理論，以及應用於林業及林產工業。,0821 林業學類,學習森林之建造、培育、經營管理與林產品之收穫及利用等專業知識。相關課程及資格包含：森林學、育林學、森林生態學、森林經營學、林產學等。,08211 林業細學類,配合森林資源多元目標之發展趨勢，培育、保育、經營及利用森林資源，包括：林木資源、野生動物資源、遊樂資源及環境資源等。培育林產品的利用及相關技術的研發人才，包括：生物科技、製漿造紙、木材化學與工業及家具設計製造等專業人才。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,083 漁業學門,包括漁業及水產養殖相關的學類。,0831 漁業學類,學習在水域生活的各類生物繁養殖和捕撈技術及知能。相關課程及資格包含：水產繁養殖技術及各項維生系統與環境的維護、漁具、漁法、漁場及航行技術等。,08311 漁業科學細學類,培育具備水產生物保育永續之知能與能熟用採捕水產生物所需之航行、探魚、漁具、及漁法等漁業相關技術的人才。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,083 漁業學門,包括漁業及水產養殖相關的學類。,0831 漁業學類,學習在水域生活的各類生物繁養殖和捕撈技術及知能。相關課程及資格包含：水產繁養殖技術及各項維生系統與環境的維護、漁具、漁法、漁場及航行技術等。,08312 水產養殖細學類,培育具備養殖生物維生相關知能及具有水產生物繁養殖技術的人才。
08 農業、林業、漁業及獸醫領域,屬於該領域之學類教導學生進行有關各類農業、林業、漁業、畜牧業或獸醫的理論及實務之學習。,084 獸醫學門,培養獸醫學臨床及研究相關人才。,0841 獸醫學類,培養具備診治各種動物疾病之獸醫師，培養防治與監控各類傳染病、保障畜產品安全與衛生、發展快速及多元化疾病診斷技術、關懷動物福利與保護動物及培養實驗動物科學的專業人才。,08411 獸醫細學類,結合生物技術、資訊工程學應用之能力，培育臨床、病理獸醫師和相關獸醫專業人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0911 牙醫學類,學習牙齒及牙齦疾病和不正常牙齒問題的診斷、治療和預防，包含假牙的設計、製作和修理，及矯正用具的學習，也包含牙醫助理的學習。相關課程及資格包含：牙醫助理、牙齒衛生、牙科實驗室科技、牙科護理、牙科學等。,09111 牙醫細學類,整合牙醫與醫學科學與生技、工程等相關專長，研究口腔組織、顱顏口腔醫學，培養義齒製作、生物醫學材料、口腔醫學與衛生之牙醫專業人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0912 醫學學類,學習人類疾病和受傷之預防、診斷、照護和治療的原理和程序，以及一般衛生的維護，包含對醫生的培訓。相關課程及資格包含：一般醫學及各次專科以及法醫學。,09121 醫學細學類,培養西方醫學、運動醫學、中西醫結合、生物醫學、急重病、預防醫學、熱帶醫學、遺傳學、生理學、神經科學、解剖學、放射科學等方面之專業醫學人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0913 護理及助產學類,學習針對病患、殘障人士或體弱者，提供衛生照護，協助醫生和其他醫療和衛生專業人士的診斷，以及治療病患。護理資格的重點在於病患生病和復健時，能維持其照護及衛生，包含對老人和殘障人士的衛生照護。助產是學習對孕婦提供在懷孕期間、分娩生產及產後階段的照護。也包括新生嬰兒的照護和協助母親餵哺母乳。相關課程及資格包含：助理護理、基礎護理、一般護理、老年人衛生照護、殘障者衛生照護等。,09131 護理及助產細學類,培育專業護理人才，以發展成為助產人才、長期照護、醫務健康照護與管理、呼吸照護、腎臟照護、早期療育照護等領域之護理人員。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0914 醫學技術及檢驗學類,學習用來診斷及身心治療各種疾病及障礙的眾多醫療科技。相關課程及資格包含：急救科技、助聽器科技、醫學實驗室科技、視光、義肢科技等。,09141 醫學技術及檢驗細學類,結合化學、電機、生物科技、醫學工程及資訊等領域，培育放射科學、醫事檢驗、視光、生物技術、醫學影像之人才，輔助醫療診斷及治療。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0915 治療及復健學類,學習健康促進與治療因暫時性或永久性身體機能衰弱的病患或個人，恢復身體狀況與功能。相關課程及資格包含：物理治療、職能治療、語言及聽力治療、營養/營養學、醫療按摩等。,09151 物理治療細學類,培養物理治療專業之臨床與研究人才，包含動作與運動能力分析、物理治療鑑別診斷與設定介入目標、各種物理治療技術與諮詢衛教，以達促進健康、增進身體功能、活動能力與社會參與之目標。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0915 治療及復健學類,學習健康促進與治療因暫時性或永久性身體機能衰弱的病患或個人，恢復身體狀況與功能。相關課程及資格包含：物理治療、職能治療、語言及聽力治療、營養/營養學、醫療按摩等。,09152 職能治療細學類,培養具有專業學識與技能之職能治療專業與研究人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0915 治療及復健學類,學習健康促進與治療因暫時性或永久性身體機能衰弱的病患或個人，恢復身體狀況與功能。相關課程及資格包含：物理治療、職能治療、語言及聽力治療、營養/營養學、醫療按摩等。,09153 語言治療與聽力細學類,培養語言治療學的專業人才，提供兒童及成人之語言，言語及吞嚥障礙的評估與治療，嗓音異常的評估、治療與保健，溝通輔助器的設計、評估與運用，以及聽能創建與聽能復健。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0915 治療及復健學類,學習健康促進與治療因暫時性或永久性身體機能衰弱的病患或個人，恢復身體狀況與功能。相關課程及資格包含：物理治療、職能治療、語言及聽力治療、營養/營養學、醫療按摩等。,09159 其他治療及復健細學類,所有不屬於上述分類之治療及復健學類之課程及資格。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0916 藥學學類,學習藥物及其對人的效用，包含準備藥物、配藥及施用藥物。相關課程及資格包含：配藥學、藥學等。,09161 藥學細學類,結合化學及製藥生物科技技術，使學生具備調劑藥品、藥物分析技術、中西藥製造、臨床藥學、藥局經營和藥品行銷等專業知識，及發展毒理學、傳統醫藥、藥物與化妝品研究的能力，培育藥學人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0917 傳統醫學、輔助醫學及治療學類,中醫醫學及中醫醫療的學習。相關課程及資格包含：針灸及東方醫學、草藥醫學、藥草等。,09171 傳統醫學、輔助醫學及治療細學類,培養中醫醫學及中醫醫療的專業人才，包含中醫（傳統醫學）、針灸等。
